id,Zip Code,area,age_con,sex,ethnicity,,,,,,,q44,q45,q46,q48,q50,q51_1,q51_2,q51_3,q52_1,,q52_2,,q52_3,,q52_4,,q52_5,,q52_6,,q52_7,,q52_8,,q52_9,,q52_10,,,sts,trust,conspiracy,complexity,open,conscie,extrav,agreeab,neuro
2337,85650,urban,77,Male,White/Caucasian,8,5,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,6-Jan,climate change,wildfires,Medium impact,2,Low impact,1,Low impact,1,No impact,0,No impact,0,Medium impact,2,No impact,0,Low impact,1,Medium impact,2,Low impact,1,6,26,3.3333333,7,13,12,18,13,15,10
2338,85215,urban,79,Female,White/Caucasian,7,5,1,Widowed,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,heat alerts,dust storms,inflation,High impact,3,Medium impact,2,High impact,3,Low impact,1,Low impact,1,No impact,0,No impact,0,Low impact,1,No impact,0,Low impact,1,2,36,4.6666665,13,17,14,19,7,18,17
2339,85335,urban,28,Female,White/Caucasian,7,6,3,Married or Partnered,Other,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,COVID,January 6th attack on the Capitol,Climate Change,Medium impact,2,High impact,3,High impact,3,Low impact,1,High impact,3,Low impact,1,No impact,0,Medium impact,2,Medium impact,2,Low impact,1,6,30,4,8,16,16,20,10,16,15
2340,85338,urban,52,Female,White/Caucasian,8,3,4,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Inflation,,,High impact,3,High impact,3,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,No impact,0,Medium impact,2,6,19,3.3333333,9,11,14,19,18,19,14
2342,85756,urban,26,Male,White/Caucasian,4,3,1,Single,Employed Full-time,0,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,Covid 19,Inflation,Covid 19,High impact,3,High impact,3,Low impact,1,Medium impact,2,Medium impact,2,High impact,3,High impact,3,High impact,3,No impact,0,No impact,0,9,26,2,7,10,14,11,11,18,17
2343,85365,rural,24,Female,White/Caucasian,1,3,5,Single,Other,0,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,"Covid 19, writers strike, gas prices",,,High impact,3,High impact,3,Medium impact,2,High impact,3,Low impact,1,Medium impact,2,High impact,3,High impact,3,Low impact,1,Medium impact,2,11,36,3.6666667,8,15,19,18,14,16,21
2345,85340,rural,58,Female,White/Caucasian,8,5,2,Married or Partnered,Retired,1,Republican (Opposing Party),That there is no great gap between rich and poor,Democracy,Neither,Democracy,Inflation,,,High impact,3,No impact,0,No impact,0,No impact,0,Medium impact,2,Medium impact,2,No impact,0,No impact,0,No impact,0,Low impact,1,3,24,1.3333334,5,8,9,12,7,9,12
2346,85143,urban,74,Female,White/Caucasian,6,2,2,Married or Partnered,Retired,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,financial set back,,,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,28,2.6666667,8,11,21,21,17,21,15
2349,85033,urban,33,Female,White/Caucasian,2,3,5,Seperated,Other,0,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,Unplanned pregnancy,Health issues,,High impact,3,High impact,3,Medium impact,2,High impact,3,Low impact,1,Low impact,1,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,9,32,3.3333333,11,16,14,16,9,15,20
2351,85710,urban,66,Female,White/Caucasian,2,2,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Gun control,False news regarding elections,Donald trump,High impact,3,High impact,3,High impact,3,Low impact,1,Medium impact,2,High impact,3,No impact,0,High impact,3,Medium impact,2,Medium impact,2,10,19,3.3333333,8,16,9,13,10,19,16
2352,85301,urban,64,Male,White/Caucasian,7,3,2,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,the January 6 gang,mistreating and overturning our democracy,,High impact,3,Low impact,1,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,High impact,3,High impact,3,9,20,3.3333333,5,17,9,14,9,12,17
2354,85364,urban,37,Male,Black/African-American,5,3,6,Single,Other,1,Did not vote,That there is no great gap between rich and poor,Democracy,Neither,Neither,Unexpected events,Person,Organization,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,15,27,2.6666667,10,17,15,19,13,17,10
2356,85233,urban,46,Male,White/Caucasian,7,2,1,Single,Employed Full-time,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Inflation,,,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,High impact,3,Low impact,1,Low impact,1,Medium impact,2,7,36,3,11,10,13,13,10,21,19
2357,85281,urban,18,Male,Asian,2,2,1,Single,Other,1,Did not vote,That there is no great gap between rich and poor,Autocracy,Neither,Autocracy,War,Covid,,High impact,3,Medium impact,2,No impact,0,Low impact,1,High impact,3,No impact,0,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,6,28,3.6666667,12,15,16,14,9,17,7
2358,86403,urban,70,Male,White/Caucasian,7,3,2,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,None,,,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,21,3.6666667,8,12,12,20,9,18,5
2359,85131,rural,74,Male,White/Caucasian,8,5,3,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2020 election debacle,Covid pandemic,,Medium impact,2,No impact,0,Medium impact,2,No impact,0,No impact,0,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,2,20,2.6666667,5,15,12,16,18,18,8
2360,86314,urban,72,Female,White/Caucasian,1,5,3,Widowed,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,inflation,,,Medium impact,2,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,18,3,5,8,12,19,12,18,16
2363,85345,urban,26,Female,Hispanic,1,3,6,Married or Partnered,Other,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Democracy,Unemployed,Car Accident,Missing tax refund,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,High impact,3,Medium impact,2,Low impact,1,Low impact,1,8,29,3.6666667,13,13,18,14,10,19,19
2364,85225,urban,23,Male,White/Caucasian,4,2,1,Single,Employed Full-time,0,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Increase of Gas prices,Increase of living,Increase or export,Medium impact,2,Low impact,1,No impact,0,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,No impact,0,Low impact,1,No impact,0,4,19,3,13,11,13,17,8,16,7
2365,85338,rural,29,Female,White/Caucasian,7,3,4,Married or Partnered,Other,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Covid shut down,Housing market crash,,High impact,3,No impact,0,Medium impact,2,Medium impact,2,Low impact,1,No impact,0,Medium impact,2,Low impact,1,High impact,3,No impact,0,6,18,2.6666667,12,11,14,17,10,13,17
2366,85701,urban,44,Male,Black/African-American,1,3,1,Single,Employed Part-time,1,Did not vote,That there is no great gap between rich and poor,Autocracy,Neither,Neither,None.,,,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,11,24,2.6666667,10,14,20,20,14,14,7
2367,85373,urban,57,Male,White/Caucasian,6,6,3,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Climate change,,,High impact,3,Medium impact,2,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,8,21,3.6666667,5,16,13,18,9,16,5
2368,85022,urban,57,Male,Black/African-American,4,2,3,Married or Partnered,Retired,1,Republican (Opposing Party),That there is a well-functioning social system,Autocracy,Neither,Autocracy,None,,,High impact,3,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,10,12,1.6666666,11,11,12,14,10,11,10
2370,85345,urban,26,Male,White/Caucasian,6,5,3,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,COVID-19,,,High impact,3,Low impact,1,Low impact,1,No impact,0,No impact,0,Low impact,1,Medium impact,2,High impact,3,Low impact,1,No impact,0,7,29,3.3333333,8,16,12,15,19,20,6
2371,85742,urban,45,Male,Hispanic,5,5,6,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,iran contra,gulf war,arabic war,Low impact,1,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,12,29,3.3333333,15,15,16,15,14,14,12
2372,85029,urban,27,Male,Hispanic,5,2,3,Single,Employed Full-time,2,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,My brother passed,In rehab,Loss of job,Medium impact,2,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,No impact,0,2,27,2.3333333,10,13,19,21,13,11,8
2375,85255,urban,76,Female,White/Caucasian,10,6,1,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Inflation,Immigration,Crime,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,4,22,4,10,11,14,21,15,20,15
2376,85033,urban,75,Female,White/Caucasian,7,3,2,Widowed,Retired,2,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,none,,,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,No impact,0,No impact,0,Medium impact,2,No impact,0,Low impact,1,3,28,3,8,16,13,16,8,16,7
2378,86047,urban,39,Female,White/Caucasian,8,5,2,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Covid,Flooding,Climate change,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,1,29,5,8,16,15,21,19,20,5
2379,85027,urban,57,Male,White/Caucasian,2,4,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,None,,,Low impact,1,No impact,0,Medium impact,2,Low impact,1,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,1,29,3.3333333,6,13,18,16,7,19,13
2380,85305,urban,39,Female,White/Caucasian,8,2,2,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,N/A,,,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,Medium impact,2,Low impact,1,No impact,0,Low impact,1,5,26,3,11,12,10,20,11,18,12
2381,86413,rural,66,Female,White/Caucasian,2,3,1,Widowed,Retired,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,none,none,none,High impact,3,High impact,3,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,High impact,3,No impact,0,No impact,0,7,14,2,7,12,13,20,15,18,15
2382,0,urban,42,Female,White/Caucasian,1,6,1,Single,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Covid,,,High impact,3,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,9,24,3.6666667,14,13,13,21,7,20,18
2383,85296,rural,21,Female,White/Caucasian,4,3,3,Married or Partnered,Other,2,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Neither,Non,No,No,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,7,19,3,15,15,15,18,9,18,17
2384,85710,urban,58,Male,White/Caucasian,5,6,5,Married or Partnered,Employed Part-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,cost of everything,,,High impact,3,High impact,3,High impact,3,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,11,19,2.6666667,11,15,10,16,9,16,13
2385,85053,urban,30,Male,White/Caucasian,3,2,5,Married or Partnered,Employed Full-time,0,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,None,,,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,8,27,3.3333333,12,14,20,18,18,18,9
2386,85033,urban,27,Male,Hispanic,1,1,5,Married or Partnered,Employed Full-time,0,Did not vote,That there is no great gap between rich and poor,Autocracy,Neither,Neither,Guns,,,No impact,0,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,1,12,1,7,10,13,13,13,12,9
2387,85203,urban,49,Male,White/Caucasian,7,5,5,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Personal God given liberties attemtped to be removed.,First and Second Ammendment God given rights constantly threatend.,Wicked leadership causing finanacial crisis.,High impact,3,High impact,3,No impact,0,Low impact,1,Medium impact,2,No impact,0,Medium impact,2,No impact,0,Medium impact,2,Medium impact,2,6,34,2,16,6,13,19,15,17,4
2388,85233,urban,19,Male,White/Caucasian,6,2,6,Single,Unemployed,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,gas prices raising,food prices raising,hurricane storms,High impact,3,High impact,3,Medium impact,2,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,1,25,1.6666666,13,8,13,16,11,18,15
2389,85367,urban,18,Male,Black/African-American,1,2,5,Single,Employed Part-time,3,Did not vote,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,My car crash,My car breakdowns,Job,Medium impact,2,Low impact,1,High impact,3,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,8,26,3.3333333,13,12,16,13,8,17,16
2390,85712,urban,20,Female,White/Caucasian,2,2,1,Single,Employed Full-time,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Corona virus,Inflation,,High impact,3,Medium impact,2,High impact,3,High impact,3,Low impact,1,High impact,3,High impact,3,High impact,3,No impact,0,Low impact,1,10,31,2.6666667,14,16,19,18,11,14,17
