Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income,Education,Household Size,Marital,Employment,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live?,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions?,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-1,Trust Score 0-1,Conspiracy 0-1,Complexity 0-1,Openness 0-1,Conscientiousness 0-1,Extraversion 0-1,Agreeableness 0-1,Neuroticism 0-1
1774,85338,Urban,30,Female,White,8,6,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,3,2,1,1,1,1,2,1,15,0.8611111111,0.833333375,0.06666666667,0.8666666667,0.6666666667,0.5,0.5555555556,0.7222222222,0.8333333333
2044,85301,Rural,66,Female,White,4,3,2,Widowed,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,3,0,1,1,0,3,1,1,13,0.6388888889,0.5,0.2,0.6666666667,0.6666666667,0.5555555556,0.5555555556,0.7777777778,0.8333333333
1635,86442,Rural,59,Male,White,10,6,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,2,2,1,1,1,1,1,2,14,0.75,0.5,0.2,0.6,0.6666666667,0.6666666667,0.4444444444,0.7777777778,0.6666666667
2395,85281,Urban,66,Male,White,7,3,2,Married,Employed Full-time,3,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,1,2,1,1,1,1,2,0,2,13,0.6666666667,0.666666675,0.2,0.6,0.6666666667,0.6666666667,0.8333333333,0.6666666667,0.4444444444
1966,85396,Urban,62,Female,White,8,6,3,Married,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,0,1,1,1,2,1,0,2,12,0.8611111111,0.75,0.2,0.2666666667,0.6666666667,0.8888888889,0.7222222222,0.6666666667,0.6111111111
1634,85381,Rural,58,Male,White,7,2,2,Married,Employed Full-time,1,2,That there is no great gap between rich and poor,Democracy,Democracy,Democracy,1,1,1,1,1,1,1,2,1,1,11,0.5,0.5,0.2666666667,0.3333333333,0.6666666667,1,0.5555555556,0.7222222222,0.05555555556
2121,85375,Urban,69,Male,White,8,6,1,Seperated,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,2,2,0,1,1,0,2,1,1,2,12,0.9444444444,0.5,0.2666666667,0.4,0.6666666667,1,0.5,0.8333333333,0.05555555556
2287,85301,Urban,69,Female,White,4,5,2,Seperated,Retired,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,2,1,2,0,0,2,2,2,16,0.8611111111,1,0,0.8,0.7222222222,0.8888888889,0.5555555556,0.8888888889,0.1111111111
2209,85739,Rural,50,Female,White,5,4,4,Married,Retired,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,1,1,2,1,1,14,0.6111111111,0.583333325,0.1333333333,0.7333333333,0.7222222222,0.6111111111,0.4444444444,0.8333333333,0.5
2339,85335,Urban,28,Female,White,7,6,3,Married,Other,2,1,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,2,3,3,1,3,1,0,2,2,1,18,0.8333333333,0.75,0.2,0.7333333333,0.7222222222,0.9444444444,0.3888888889,0.7222222222,0.6666666667
2592,85383,Urban,19,Female,White,3,2,3,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,3,1,0,2,2,2,0,0,15,0.6111111111,0.25,0.2666666667,0.7333333333,0.7222222222,0.7222222222,0.7777777778,0.8333333333,0.3888888889
1452,85339,Urban,65,Female,White,8,4,3,Married,Employed Full-time,0,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,2,2,2,2,1,2,2,0,1,16,0.5,0.5,0.2666666667,0.5333333333,0.7222222222,1,0.8888888889,0.9444444444,0.3888888889
2300,85033,Urban,51,Male,White,9,5,4,Married,Employed Full-time,0,2,That there is a well-functioning social system,Democracy,Neither,Neither,2,0,0,0,1,2,0,2,1,1,9,0.8611111111,0.666666675,0.2666666667,0.4666666667,0.7222222222,0.6666666667,0.7777777778,0.4444444444,0.3333333333
2629,85331,Urban,56,Male,White,10,5,2,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,1,1,0,1,0,1,1,2,1,1,9,0.7222222222,0.333333325,0.4,0.4666666667,0.7222222222,0.7777777778,0.6111111111,0.8333333333,0.5
2637,86442,Rural,75,Male,White,4,3,1,Single,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,0,0,1,1,0,1,3,1,9,0.8888888889,0.583333325,0.4,0.3333333333,0.7222222222,0.6111111111,0.3333333333,0.6666666667,0.6666666667
2447,85635,Urban,78,Female,White,3,3,1,Widowed,Retired,1,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,1,1,1,1,1,1,1,2,1,12,0.6666666667,0.833333375,0.4,0.6,0.7222222222,0.9444444444,0.7222222222,0.9444444444,0.05555555556
2666,85086,Rural,39,Male,White,4,3,3,Single,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,2,1,1,1,2,0,1,2,12,0.6666666667,0.25,0.4666666667,0.5333333333,0.7222222222,0.6666666667,0.5555555556,0.7222222222,0.5
1768,85009,Urban,18,Female,White,1,2,3,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,3,2,1,1,2,1,1,1,15,0.6666666667,0.25,0.4666666667,0.5333333333,0.7222222222,0.6111111111,0.6111111111,0.4444444444,0.6666666667
2357,85281,Urban,18,Male,Asian,2,2,1,Single,Other,1,0,That there is no great gap between rich and poor,Autocracy,Neither,Autocracy,3,2,0,1,3,0,1,2,2,1,15,0.7777777778,0.666666675,0.4666666667,0.6666666667,0.7222222222,0.6111111111,0.3333333333,0.7777777778,0.2222222222
2655,0,Urban,35,Female,White,6,5,3,Married,Other,2,1,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,2,1,1,1,1,2,0,2,16,0.75,0.416666675,0,0.6666666667,0.7777777778,0.4444444444,0.3888888889,0.7777777778,0.7777777778
2553,85614,Rural,57,Female,White,5,2,2,Married,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,2,1,1,0,1,2,1,2,14,0.8055555556,0.583333325,0.2,0.8,0.7777777778,0.9444444444,0.8888888889,0.9444444444,0.6666666667
2699,85373,Urban,79,Female,White,2,3,1,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,3,0,0,3,0,1,2,0,10,0.7222222222,0.833333375,0.2,0.6666666667,0.7777777778,0.8333333333,0.7222222222,0.8888888889,0.6111111111
2484,85296,Urban,20,Female,White,3,2,3,Married,Employed Part-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,1,0,1,2,0,1,2,16,0.6944444444,0.333333325,0.2666666667,0.8666666667,0.7777777778,0.7777777778,1,0.6666666667,0.5555555556
2431,85051,Urban,45,Male,Black,6,2,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,1,1,1,1,2,0,1,2,14,0.6666666667,0.416666675,0.2666666667,0.6,0.7777777778,0.8333333333,0.6111111111,0.8888888889,0.1666666667
1613,85614,Urban,57,Female,White,1,3,2,Married,Unemployed,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,3,1,0,2,0,3,1,0,15,0.75,0.75,0.3333333333,0.8,0.7777777778,0.3333333333,0.6111111111,0.5555555556,0.6666666667
2518,85364,Urban,54,Female,White,1,3,1,Single,Employed Full-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,2,1,1,1,2,1,1,1,15,0.6111111111,0.25,0.5333333333,0.7333333333,0.7777777778,0.7777777778,0.5555555556,0.7222222222,0.5
2014,85746,Urban,54,Male,White,5,4,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,1,1,1,1,3,0,1,15,0.7777777778,0.416666675,0,0.8666666667,0.8333333333,0.8888888889,0.8888888889,0.7777777778,0.9444444444
2497,85021,Urban,41,Male,White,8,6,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,1,0,1,0,1,1,2,2,11,0.7777777778,0.583333325,0,0.8,0.8333333333,0.6666666667,0.9444444444,0.7222222222,0.6666666667
2686,85204,Urban,29,Male,Hispanic,7,4,5,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,2,1,0,1,1,3,0,1,13,0.8888888889,0.25,0.06666666667,0.6,0.8333333333,1,0.3888888889,1,0.8333333333
2083,85345,Urban,66,Female,White,7,5,2,Married,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,0,1,1,0,1,3,1,1,10,0.7777777778,0.5,0.06666666667,0.5333333333,0.8333333333,0.7222222222,0.6666666667,0.3333333333,0.7777777778
1630,85705,Urban,26,Male,Native American,1,2,4,Single,Unemployed,1,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,1,1,1,1,1,3,1,0,1,12,0.75,0.583333325,0.06666666667,0.5333333333,0.8333333333,0.6666666667,0.5,0.8888888889,0.3888888889
1915,85234,Urban,64,Female,Hispanic,7,4,4,Married,Employed Part-time,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,1,1,2,2,2,1,0,1,15,0.6666666667,0.5,0.1333333333,0.4666666667,0.8333333333,0.8888888889,0.1666666667,0.8888888889,0.8888888889
1563,85715,Urban,46,Male,White,7,5,1,Seperated,Employed Full-time,3,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,2,1,1,2,2,1,1,0,14,0.7222222222,0.5,0.2,0.8,0.8333333333,0.7777777778,0.6666666667,0.8333333333,0.4444444444
1565,85704,Urban,57,Male,Black,1,5,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,1,1,1,2,2,0,1,12,1,0.75,0.2,0.6,0.8333333333,1,0.5555555556,0.9444444444,0.05555555556
1763,85212,Urban,69,Male,White,5,6,4,Married,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,2,1,1,1,2,1,1,14,0.7777777778,0.583333325,0.3333333333,0.7333333333,0.8333333333,0.8333333333,0.7777777778,0.8888888889,0.2222222222
1804,85719,Urban,26,Female,White,2,2,6,Single,Employed Full-time,2,0,That there is no great gap between rich and poor,Autocracy,Democracy,Autocracy,0,2,3,0,0,2,1,1,1,1,11,0.9444444444,0.333333325,0.4,0.4666666667,0.8333333333,0.6666666667,0.5555555556,0.8888888889,0.8333333333
1493,85658,Urban,20,Female,Hispanic,1,2,6,Single,Other,0,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,2,1,1,0,0,3,3,0,0,13,0.6944444444,0.5,0.4,0.6,0.8333333333,0.7222222222,0.7222222222,0.7777777778,0.5
2062,85308,Urban,43,Female,White,4,5,4,Seperated,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,1,0,0,2,3,0,1,0,13,0.7777777778,0.333333325,0.4666666667,0.6,0.8333333333,0.7222222222,0.3333333333,0.8333333333,0.5
1748,85379,Urban,18,Male,White,9,1,4,Single,Other,0,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,3,0,0,1,1,1,0,2,2,1,11,0.3611111111,0.333333325,0,0.3333333333,0.8888888889,0.2222222222,0.1111111111,0.5555555556,1
2251,86004,Urban,20,Male,Black,6,2,6,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,0,1,1,1,3,0,1,16,0.8611111111,0.583333325,0,0.6666666667,0.8888888889,0.5,0.6666666667,0.8888888889,0.7777777778
2559,85006,Urban,47,Female,White,5,4,1,Single,Employed Part-time,2,1,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,1,2,1,1,1,3,2,0,0,14,0.6944444444,0.666666675,0,0.8,0.8888888889,0.7777777778,0.7222222222,0.7222222222,0.5
1848,85028,Urban,36,Female,White,8,6,3,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,2,1,1,3,0,1,1,16,0.5833333333,0.75,0.2,0.7333333333,0.8888888889,0.7777777778,0.3333333333,0.5555555556,0.6666666667
1455,85716,Urban,30,Female,White,6,2,4,Seperated,Other,2,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,1,1,1,1,1,2,2,0,1,13,0.8055555556,0.833333375,0.2,0.6666666667,0.8888888889,1,0.6666666667,0.8888888889,0.3333333333
2584,85752,Urban,47,Male,White,9,6,5,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,1,3,1,0,3,1,1,15,0.9444444444,0.833333375,0,0.6,0.9444444444,0.9444444444,0.7222222222,0.7777777778,0.2222222222
1509,85716,Urban,50,Male,White,6,5,1,Single,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,1,0,2,1,1,0,2,14,0.8055555556,0.416666675,0.2,0.8666666667,0.9444444444,0.5,0.5,0.4444444444,0.6666666667
1570,86442,Urban,74,Female,White,5,5,2,Married,Employed Part-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,1,1,0,0,2,2,1,1,10,0.7777777778,0.5,0.2,0.6666666667,0.9444444444,0.9444444444,0.8888888889,0.8888888889,0.1111111111
2064,0,Urban,59,Male,Hispanic,2,3,1,Single,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,2,1,1,1,3,0,1,17,0.6388888889,0.75,0.2666666667,0.6666666667,0.9444444444,0.4444444444,0.2222222222,0.7222222222,0.8333333333
1783,0,Urban,48,Female,White,5,2,4,Married,Other,3,0,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,0,0,0,0,0,0,3,0,3,9,1,0.666666675,0,0.6,1,0.7222222222,0.2777777778,1,1
2433,85739,Urban,50,Female,White,5,5,2,Married,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,3,1,1,0,1,2,1,0,2,13,0.8333333333,0.833333375,0,0.6,1,1,0.8888888889,0.9444444444,0.1111111111
1545,85016,Urban,36,Other,White,2,4,1,Married,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,3,1,1,3,1,0,3,1,1,1,15,0.7222222222,0.5,0.06666666667,0.8,1,0.7222222222,0.4444444444,0.6666666667,0.6666666667
2292,85345,Rural,32,Male,Hispanic,1,3,3,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,0,3,2,0,0,1,1,1,2,1,11,0.8055555556,0.75,0.06666666667,0.6666666667,1,0.6666666667,0.7777777778,1,1
1757,85281,Urban,26,Male,White,2,3,2,Single,Employed Full-time,0,1,That there is a well-functioning social system,Democracy,Neither,Neither,3,2,0,2,0,0,3,3,0,0,13,0.75,0.25,0.2,0.8,1,0.7777777778,0.6111111111,1,0.8333333333
1786,85032,Urban,77,Female,White,4,5,2,Married,Retired,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,2,1,0,2,0,2,1,1,15,0.6944444444,0.5,0.2,0.7333333333,1,1,0.8888888889,0.7777777778,0.2222222222
1532,85138,Rural,61,Female,White,8,3,4,Widowed,Retired,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,2,3,2,1,1,2,3,0,0,15,0.7777777778,1,0.2,0.6,1,1,0.8888888889,0.9444444444,0.2222222222
1535,85714,Rural,27,Female,Hispanic,4,3,5,Single,Employed Full-time,1,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,0,1,0,2,1,2,1,1,1,11,0.6944444444,0.5,0.2666666667,0.6666666667,1,0.8333333333,0.3888888889,1,0.6666666667
1701,85635,Urban,23,Male,White,1,2,1,Single,Unemployed,0,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,2,2,2,1,1,2,2,1,0,16,0.4722222222,0.333333325,0.4,0.7333333333,1,0.9444444444,0.7777777778,1,0
2397,85706,Urban,28,Female,Hispanic,4,3,1,Single,Employed Full-time,0,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,0,0,0,0,0,0,3,0,3,9,0.7777777778,0.333333325,0.4,0.2666666667,1,1,0.8333333333,0.7777777778,0.5
2210,85737,Urban,37,Female,Asian,6,3,2,Married,Employed Part-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,0,0,0,0,0,1,0,2,3,9,0.9166666667,0.16666665,0.4666666667,0.3333333333,1,1,0.5555555556,0.7777777778,0.4444444444
2513,85297,Urban,53,Female,White,4,4,1,Seperated,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,3,0,2,0,1,3,2,0,0,14,0.7777777778,0.666666675,0.4666666667,0.6,1,0.7777777778,0.8333333333,1,0.3888888889
1732,85706,Urban,39,Female,Native American,1,2,3,Married,Other,0,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,2,2,3,1,2,1,1,2,0,17,0.5833333333,0.333333325,0.6666666667,0.6,1,0.8333333333,0.6111111111,1,0.5
1456,85225,Urban,55,Male,White,8,3,2,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,1,0,3,1,0,2,1,1,14,0.8055555556,0.5,0.2,0.6,0.1666666667,0.8333333333,0.3333333333,0.7222222222,0.1111111111
2727,85345,Rural,45,Female,White,1,2,6,Single,Employed Part-time,0,1,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,3,3,0,0,3,2,0,0,17,0.1944444444,0.5,0.1333333333,0.4,0.2222222222,0.5555555556,0.6111111111,0.4444444444,0.8333333333
1528,85006,Urban,41,Male,Hispanic,2,2,5,Single,Employed Full-time,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,1,1,2,3,0,1,2,1,1,14,0.4166666667,0.416666675,0.4,0.5333333333,0.2222222222,0.3333333333,0.5555555556,0.6111111111,0.4444444444
2013,85048,Urban,66,Female,White,6,3,1,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,1,0,2,0,0,0,0,3,0,2,8,0.8888888889,0.5,0,0.6666666667,0.3333333333,0.9444444444,0.2777777778,0.8888888889,0.5555555556
2850,85298,Urban,18,Male,White,7,2,6,Married,Employed Part-time,2,2,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Autocracy,2,2,3,2,1,1,1,2,1,0,15,0.4722222222,0.333333325,0.4,0.4,0.3333333333,0.4444444444,0.6111111111,0.5555555556,0.5
1836,86004,Urban,32,Male,White,2,5,3,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,1,1,1,1,1,1,1,1,1,10,0.5,0.5,0.4,0.6,0.3333333333,0.3888888889,0.3333333333,0.5,0.5
2599,85015,Urban,37,Female,Black,2,2,6,Married,Unemployed,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,0,1,3,2,0,0,2,3,0,0,11,0.7777777778,0.583333325,0.4,0.7333333333,0.3333333333,0.7777777778,0.4444444444,0.6111111111,0.6111111111
1610,85367,Rural,82,Male,White,6,4,2,Married,Retired,1,2,That there is a well-functioning social system,Democracy,Neither,Democracy,2,2,1,2,1,2,1,0,1,1,13,0.75,0.666666675,0.4,0.2666666667,0.3333333333,0.5,0.4444444444,0.9444444444,0.05555555556
2722,85132,Rural,60,Male,White,7,4,3,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,0,2,1,1,1,1,1,1,13,0.5,0.5,0.5333333333,0.2,0.3333333333,0.9444444444,0.6666666667,0.5555555556,0.05555555556
2707,85257,Urban,75,Male,White,1,5,1,Single,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,1,0,0,3,1,1,0,11,0.5833333333,0.666666675,0,0.5333333333,0.3888888889,0.5555555556,0.2777777778,0.7777777778,0.7777777778
2651,85044,Urban,24,Female,White,8,6,3,Married,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,0,1,0,1,0,3,1,0,11,0.75,0.583333325,0.06666666667,0.2666666667,0.3888888889,0.7777777778,0.7777777778,0.8333333333,0.7222222222
